ScheduleName PlannedSchedule.dat
ScheduleStartTime 2025/06/21-00:00:00.000
ScheduleStopTime 2025/06/23-23:59:32.000
TaskList 1897
TFRM-000081                      follow-up       4 2025/06/21-00:40:00.000 2025/06/21-00:40:30.000 TFRM TFRM     I96070B    ALL          25   0.0        0.000000       16.184305
TFRM-000082                      follow-up       4 2025/06/21-00:40:30.000 2025/06/21-00:41:00.000 TFRM TFRM     I77021A    ALL          25   0.0        0.000000       17.204131
TFRM-000083                      follow-up       4 2025/06/21-00:41:00.000 2025/06/21-00:41:30.000 TFRM TFRM     I96070B    ALL          25   0.0        0.000000       16.171478
TFRM-000084                      follow-up       4 2025/06/21-00:41:30.000 2025/06/21-00:42:00.000 TFRM TFRM     I96070B    ALL          25   0.0        0.000000       16.165420
TFRM-000085                      follow-up       4 2025/06/21-00:42:00.000 2025/06/21-00:42:30.000 TFRM TFRM     I02035C    ALL          25   0.0        0.000000       16.956775
TFRM-000086                      follow-up       4 2025/06/21-00:42:30.000 2025/06/21-00:43:00.000 TFRM TFRM     I02035C    ALL          25   0.0        0.000000       16.948881
TFRM-000087                      follow-up       4 2025/06/21-00:43:00.000 2025/06/21-00:43:30.000 TFRM TFRM     I02035C    ALL          25   0.0        0.000000       16.940942
TFRM-000088                      follow-up       4 2025/06/21-00:43:30.000 2025/06/21-00:44:00.000 TFRM TFRM     I77021A    ALL          25   0.0        0.000000       17.143823
TFRM-000089                      follow-up       4 2025/06/21-00:44:00.000 2025/06/21-00:44:30.000 TFRM TFRM     I21113A    ALL          25   0.0        0.000000       16.094390
TFRM-000090                      follow-up       4 2025/06/21-00:44:30.000 2025/06/21-00:45:00.000 TFRM TFRM     I02035C    ALL          25   0.0        0.000000       16.916851
TFRM-000091                      follow-up       4 2025/06/21-00:45:00.000 2025/06/21-00:45:30.000 TFRM TFRM     I02035C    ALL          25   0.0        0.000000       16.908729
TFRM-000092                      follow-up       4 2025/06/21-00:45:30.000 2025/06/21-00:46:00.000 TFRM TFRM     I21113A    ALL          25   0.0        0.000000       16.143972
TFRM-000093                      follow-up       4 2025/06/21-00:46:00.000 2025/06/21-00:46:30.000 TFRM TFRM     I76073B    ALL          25   0.0        0.000000       17.257435
TFRM-000094                      follow-up       4 2025/06/21-00:46:30.000 2025/06/21-00:47:00.000 TFRM TFRM     I02035C    ALL          25   0.0        0.000000       16.884079
TFRM-000095                      follow-up       4 2025/06/21-00:47:00.000 2025/06/21-00:47:30.000 TFRM TFRM     I02035C    ALL          25   0.0        0.000000       16.875767
TFRM-000096                      follow-up       4 2025/06/21-00:47:30.000 2025/06/21-00:48:00.000 TFRM TFRM     I76073B    ALL          25   0.0        0.000000       17.242696
TFRM-000097                      follow-up       4 2025/06/21-00:48:00.000 2025/06/21-00:48:30.000 TFRM TFRM     I02035C    ALL          25   0.0        0.000000       16.858998
TFRM-000098                      follow-up       4 2025/06/21-00:48:30.000 2025/06/21-00:49:00.000 TFRM TFRM     I76073B    ALL          25   0.0        0.000000       17.232745
TFRM-000099                      follow-up       4 2025/06/21-00:49:00.000 2025/06/21-00:49:30.000 TFRM TFRM     I21113A    ALL          25   0.0        0.000000       16.257624
TFRM-000100                      follow-up       4 2025/06/21-00:49:30.000 2025/06/21-00:50:00.000 TFRM TFRM     I00017C    ALL          25   0.0        0.000000       15.159317
TFRM-000101                      follow-up       4 2025/06/21-00:50:00.000 2025/06/21-00:50:30.000 TFRM TFRM     I00017C    ALL          25   0.0        0.000000       15.209257
TFRM-000102                      follow-up       4 2025/06/21-00:50:30.000 2025/06/21-00:51:00.000 TFRM TFRM     I21087A    ALL          25   0.0        0.000000       16.962270
TFRM-000103                      follow-up       4 2025/06/21-00:51:00.000 2025/06/21-00:51:30.000 TFRM TFRM     I00017C    ALL          25   0.0        0.000000       15.310046
