FileName SurveyMidPoint.dat
FileStartTime 2025/06/21-00:00:00.000
FileStopTime 2025/06/24-00:00:00.000
MidPointEvents 7420
2025/06/23-00:11:41.000 TFRM          000002219     0.0004195688    1.9995804312  148.2876233317  115.4130770119  114.8804074752      36912.9654   15.1746666199   14.8253333801   31.7050662023
2025/06/23-00:16:11.000 TFRM          000002219     0.0004133536    1.9995866464  147.1913197474  116.5277647566  113.8301406974      36925.1853   15.1859152459   14.8140847541   32.8011422526
2025/06/22-22:41:41.000 TFRM          000002220     0.0007014580    1.9992985420  109.1847704960   31.3357827570  142.5958614023      36943.0179   14.0971846130   15.9028153870   70.8020821012
2025/06/22-22:42:11.000 TFRM          000002220     0.0007019145    1.9992980855  109.3157930332   31.3870458553  142.7109579606      36943.5696   14.0943760386   15.9056239614   70.6710698704
2025/06/22-22:58:11.000 TFRM          000002220     0.0007150715    1.9992849285  113.5071741005   33.2730147340  146.3532885469      36962.9181   14.0079005140   15.9920994860   66.4800540236
2025/06/22-22:58:41.000 TFRM          000002220     0.0007154365    1.9992845635  113.6380950754   33.3391510378  146.4656845670      36963.5745   14.0053029040   15.9946970960   66.3491455563
2025/06/23-01:58:11.000 TFRM          000002220     0.0006572069    1.9993427931  159.1134309303   70.5052402057  158.7074494667      37327.6817   13.4351990664   16.5648009336   20.8815552531
2025/06/23-01:59:11.000 TFRM          000002220     0.0006559055    1.9993440945  159.3397969592   70.7451658641  158.5314683716      37329.9854   13.4339019861   16.5660980139   20.6552408691
2025/06/23-01:59:41.000 TFRM          000002220     0.0006552515    1.9993447485  159.4526424747   70.8651736586  158.4429505443      37331.1364   13.4332610417   16.5667389583   20.5424211301
2025/06/23-02:00:11.000 TFRM          000002220     0.0006545955    1.9993454045  159.5652612440   70.9852143544  158.3540847386      37332.2869   13.4326251452   16.5673748548   20.4298281059
2025/06/21-22:04:09.608 TFRM          000002221     0.0007589236    1.9992410764  137.9561688191   49.6445111770  164.0684846859      35715.6108   13.7537803670   16.2462196330   42.0348186236
